Ta,G,V,Tc
29,177,1.8218,35
29,133,1.6023,33
28,85,1.466,31
29,51,1.3942,29
28,23,1.1673,27
27,6,1.0716,26
27,0,1.0373,25
27,0,0.94577,24
27,0,0.96882,24
27,0,1.0883,24
27,0,1.4531,24
27,0,1.2517,24
26,0,1.2932,23
26,0,1.6431,23
26,0,1.4423,23
26,0,1.1707,23
26,0,0.94742,23
26,0,0.93808,23
26,0,1.3798,23
26,0,1.0279,23
26,0,1.0369,23
26,0,1.1425,23
26,0,1.4356,23
25,0,1.8461,23
25,0,1.3696,23
25,0,1.428,22
25,0,1.7241,22
25,0,1.4978,22
25,0,1.3011,22
25,0,1.1882,22
24,0,1.0604,22
24,0,1.0786,22
25,0,1.1396,22
25,0,1.2275,22
25,0,1.3042,22
25,0,0.83557,22
24,0,0.78638,22
24,0,0.78937,22
24,0,0.68857,22
24,0,0.45133,21
23,0,0.23757,21
23,0,0.40095,21
23,0,0.24493,21
23,0,0.33715,21
0,0,0.53845,0
24,0,0.61725,21
24,0,0.27188,21
24,0,0.75085,21
24,0,0.63365,21
23,0,0.68102,21
23,0,0.33233,21
23,0,0.19183,20
23,0,0.84545,20
23,0,0.55933,21
23,0,0.30472,21
23,0,0.38362,20
23,0,0.72958,20
23,0,0.64472,21
23,0,0.61355,21
23,0,0.95703,20
22,0,1.0189,21
22,0,0.83738,20
22,0,0.7772,20
22,0,0.92575,20
22,0,0.42028,20
22,0,0.29532,20
22,0,0.40765,20
22,0,0.4536,20
22,0,0.4712,20
22,0,0.38017,20
22,0,0.65362,20
22,0,0.27032,20
22,0,0.71102,20
22,0,0.85072,20
22,0,0.74105,20
22,0,0.79528,20
22,0,0.77937,20
22,0,0.77715,20
22,0,0.57852,20
22,0,0.37292,20
22,0,0.25717,20
22,0,0.57077,20
22,0,0.5453,20
22,5,0.50743,20
23,29,0.85217,21
23,60,0.73407,21
24,97,0.79985,22
24,142,0.8307,24
25,184,0.82232,25
26,229,0.83202,26
26,272,0.81595,27
26,312,0.81295,28
27,354,0.82155,30
27,398,0.96628,32
27,437,0.92902,36
27,479,1.0583,40
27,517,1.1079,43
28,557,1.0965,45
28,590,1.317,46
29,623,1.2332,48
29,654,1.7357,49
30,686,1.7096,51
30,714,1.6599,50
31,746,0.93617,51
31,770,1.0787,53
31,796,0.89665,56
31,821,0.82683,56
31,839,1.2025,57
32,852,0.92818,60
31,877,1.0045,58
32,897,0.83393,61
32,905,1.136,62
32,956,1.4122,62
32,454,0.96465,57
31,948,1.0704,57
32,973,0.62587,62
31,255,1.0303,50
32,965,0.91605,53
33,956,2.0876,61
33,986,2.8384,65
33,912,2.4668,61
33,899,2.864,58
33,888,2.9171,58
33,879,2.295,57
33,864,2.3008,57
33,845,1.8747,59
33,825,1.3822,57
33,804,2.092,58
33,774,2.6905,58
33,762,2.5123,55
33,738,1.9335,54
32,701,2.507,54
32,670,2.0112,53
33,645,2.5039,52
33,607,3.3979,52
32,580,2.6276,48
32,540,2.7826,46
31,498,2.601,46
31,456,2.5427,44
31,406,2.5509,43
31,368,2.4426,41
31,333,3.0479,41
30,285,2.8903,38
30,237,2.3876,37
30,192,2.8037,35
30,145,2.7391,34
29,96,1.8003,32
30,54,1.7906,30
29,26,1.4554,29
29,7,1.1829,28
28,0,1.4517,27
28,0,1.2642,27
28,0,1.5585,27
28,0,0.89165,27
28,0,1.0346,27
28,0,0.69167,27
28,0,0.81755,26
28,0,0.67742,26
27,0,0.4644,25
27,0,0.56737,25
27,0,1.0581,24
27,0,0.7022,24
27,0,0.59032,24
27,0,0.56687,24
26,0,0.43452,24
26,0,0.42572,24
26,0,0.74825,24
26,0,0.89907,24
26,0,0.41335,23
26,0,0.69938,23
26,0,0.79725,23
25,0,0.79318,23
25,0,0.82875,23
25,0,0.97793,22
25,0,0.94398,22
24,0,0.80895,22
24,0,1.0669,22
25,0,0.79738,22
25,0,1.0427,22
24,0,1.1739,21
24,0,1.4256,21
24,0,1.179,21
24,0,1.4053,21
24,0,1.1511,21
24,0,0.81022,21
24,0,0.849,21
24,0,0.77732,21
24,0,0.75257,21
0,0,1.0303,0
24,0,1.134,21
23,0,1.2922,20
23,0,1.2162,20
23,0,1.1662,20
23,0,1.2216,20
23,0,1.2905,20
23,0,1.1471,20
23,0,0.92565,19
23,0,1.3724,19
23,0,0.92803,19
23,0,0.847,19
23,0,0.78487,19
22,0,0.75117,19
22,0,0.85622,19
23,0,0.97667,19
22,0,0.81193,19
22,0,0.90893,19
23,0,0.43995,19
22,0,0.36755,19
23,0,0.57243,19
23,0,0.6286,19
23,0,0.5925,20
23,0,0.8556,20
22,0,0.6748,20
23,0,0.40953,19
23,0,0.58262,20
22,0,0.66792,19
23,0,0.792,20
22,0,1.0215,20
22,0,1.1339,19
22,0,1.002,19
22,0,1.1277,19
21,0,1.0872,18
21,0,0.9189,18
21,0,1.0171,18
21,0,0.81423,18
21,0,0.72667,18
21,0,0.91663,18
21,5,0.96492,18
21,21,0.58777,19
22,54,0.4685,19
24,96,0.81653,21
24,141,0.90773,23
25,186,0.82437,26
26,231,0.6512,29
26,277,0.75312,31
27,321,0.96007,34
26,366,0.78845,35
27,407,0.88565,37
26,448,0.9947,39
26,488,1.0803,41
26,526,0.92145,43
27,568,0.82638,44
27,615,1.1397,47
28,643,0.95178,49
28,620,0.6092,49
28,613,0.63518,49
29,729,0.79468,50
29,757,0.7364,54
29,778,1.1158,55
30,805,0.83245,56
30,830,1.2041,57
30,855,1.2504,58
31,873,0.84892,59
30,882,0.85585,58
31,874,1.0928,60
32,895,1.0531,60
32,894,1.61,60
32,916,2.3396,62
32,932,1.9579,61
32,932,2.2463,60
32,931,2.9884,61
32,927,2.7281,59
32,923,2.7189,58
32,917,2.4476,57
32,908,2.0842,57
32,900,2.5942,58
32,889,2.7973,59
32,876,2.7376,57
32,861,2.6953,56
32,844,2.7992,55
32,826,2.7616,55
32,805,2.5614,54
32,783,2.8343,54
32,761,2.8877,53
31,739,3.0498,52
31,705,2.7618,50
31,604,2.5646,48
31,649,2.7184,47
31,612,2.4462,48
31,573,2.5069,47
31,535,2.0929,47
31,498,2.9712,46
30,457,2.3877,44
30,416,2.2929,42
30,372,2.3947,40
29,303,2.0289,39
29,280,2.3858,37
29,220,2.4294,36
29,196,1.8421,35
29,154,1.1107,34
29,108,0.7397,32
30,67,0.84113,31
28,30,0.92857,29
27,6,1.1087,27
27,0,1.0372,25
27,0,0.9243,24
27,0,1.0136,24
27,0,0.68378,24
27,0,1.0328,24
27,0,0.8874,24
27,0,0.73328,24
26,0,0.84015,24
26,0,1.0002,23
26,0,1.4015,23
26,0,1.1006,23
26,0,0.78822,23
26,0,0.58807,23
26,0,0.36425,23
25,0,0.63443,23
25,0,0.44977,23
25,0,0.46873,23
24,0,0.35337,22
24,0,0.61573,22
24,0,0.7642,22
24,0,0.60037,22
25,0,0.4896,22
24,0,0.45568,22
24,0,0.33278,22
24,0,0.67665,22
24,0,0.8137,22
24,0,0.78153,22
25,0,0.6826,22
24,0,0.8112,22
24,0,0.9385,22
24,0,0.63025,22
24,0,0.72007,22
24,0,0.60645,22
25,0,0.86823,22
25,0,1.3476,22
24,0,1.3671,22
24,0,0.70682,22
24,0,0.62297,22
0,0,0.34653,0
24,0,0.71652,22
24,0,0.87813,22
23,0,1.0265,22
23,0,0.75362,22
23,0,0.70287,21
23,0,0.651,21
23,0,0.46033,21
23,0,0.49268,21
24,0,0.63995,21
24,0,0.71885,21
23,0,0.61892,21
23,0,0.49353,21
23,0,0.71968,21
23,0,0.42432,22
23,0,0.70808,21
23,0,0.71145,21
23,0,0.73908,21
23,0,0.61727,21
23,0,0.3764,21
23,0,0.6935,21
23,0,0.63042,21
23,0,0.99613,21
23,0,0.53968,21
23,0,0.51138,21
23,0,0.6205,21
23,0,0.58572,21
23,0,0.57803,21
23,0,0.64738,21
23,0,0.63208,21
23,0,0.79207,21
22,0,0.66558,21
23,0,0.76385,21
22,0,0.79453,21
23,0,0.5786,21
23,0,0.55312,21
22,0,0.52015,21
23,0,0.56753,21
23,2,0.77987,21
23,4,0.69277,21
23,19,0.87687,21
23,37,0.70065,21
23,67,0.6135,22
23,67,0.32492,23
24,113,0.61753,24
25,161,0.54208,26
26,206,0.29325,27
26,279,0.76762,28
26,270,0.31103,29
26,294,0.54258,28
27,386,0.51505,31
28,387,0.7888,34
27,466,0.68988,40
27,366,0.64007,42
28,483,0.56057,43
29,550,0.45137,45
29,590,0.65828,49
30,614,1.3471,50
31,738,1.2878,53
31,789,1.6278,56
30,653,1.3065,49
31,595,1.1405,51
31,798,1.5762,53
31,631,2.0939,56
31,769,2.4357,53
31,720,2.4902,53
31,782,2.6278,53
31,461,2.5184,50
30,359,2.5805,43
31,490,2.1324,46
30,388,2.1176,42
30,457,1.8141,43
31,448,2.0861,45
31,455,1.8668,45
31,450,1.8779,45
31,457,2.178,45
31,455,2.1392,45
31,502,1.712,46
32,933,2.3036,51
32,308,1.8835,55
31,279,2.3799,46
32,659,2.6083,49
31,338,2.0845,45
31,390,2.6287,43
31,434,2.6867,43
31,402,2.4188,43
31,390,2.7941,42
31,347,2.734,41
30,378,2.1543,41
30,393,2.4855,41
31,521,2.5759,43
31,341,2.5857,45
30,212,2.7464,39
30,372,2.4922,38
30,267,1.9684,38
30,241,2.2982,38
29,189,1.858,36
29,144,1.9488,35
29,188,1.9816,34
29,130,1.6955,34
29,106,1.801,33
29,87,1.3468,31
29,67,1.2262,30
29,74,1.4572,30
28,34,1.0941,29
28,9,1.1824,27
27,0,1.1585,26
27,0,0.9467,25
27,0,1.1557,24
27,0,1.2014,24
27,0,1.3428,24
27,0,1.1164,24
27,0,1.07,24
27,0,0.95985,24
27,0,1.3404,24
26,0,1.5842,24
26,0,1.1837,24
26,0,1.3554,24
26,0,1.6542,24
26,0,1.6442,23
26,0,1.2776,23
26,0,1.3461,23
26,0,1.1422,23
26,0,1.2906,23
26,0,1.4352,23
26,0,1.4901,23
26,0,1.6307,23
26,0,1.5007,23
26,0,0.90097,23
26,0,0.35393,23
25,0,0.90648,23
25,0,1.0735,23
25,0,1.1187,23
25,0,1.7471,23
25,0,1.7316,22
25,0,1.0249,22
25,0,0.5604,22
24,0,0.70177,22
24,0,0.99625,22
24,0,0.9983,22
24,0,0.91125,22
24,0,0.95735,22
25,0,0.99862,22
24,0,1.6077,22
0,0,1.3564,0
24,0,1.2257,22
24,0,1.5677,22
25,0,1.9096,22
25,0,1.6753,23
25,0,1.4259,22
25,0,0.65585,22
24,0,0.6271,22
23,0,0.54097,22
23,0,0.66342,22
23,0,0.46557,21
24,0,0.57733,21
23,0,0.53228,21
23,0,0.53517,21
23,0,0.32027,21
23,0,0.48533,21
23,0,0.43837,21
23,0,0.47707,21
23,0,0.35645,21
23,0,0.54505,21
23,0,0.52053,21
23,0,0.61478,21
23,0,0.35727,21
23,0,0.25358,21
23,0,0.36558,21
23,0,1.0467,20
23,0,0.78305,21
23,0,1.0804,21
22,0,0.97905,21
22,0,1.0181,21
22,0,0.67725,20
22,0,0.74443,20
22,0,1.1233,20
22,0,0.9202,20
22,0,0.79325,20
22,0,1.016,20
22,0,1.1478,20
22,0,0.9369,20
22,0,1.1568,20
22,5,0.92482,20
23,19,0.99492,20
23,58,1.318,21
24,98,1.3488,23
25,132,1.2314,24
25,163,1.4415,24
25,192,1.7556,25
27,242,1.8955,25
27,306,1.8965,26
28,354,1.6765,27
28,385,1.9524,32
28,423,1.9942,35
28,462,1.9394,38
28,521,1.6788,40
28,550,2.0343,42
28,575,2.1757,42
29,597,1.8978,43
29,633,2.3492,44
29,663,1.5898,46
30,708,1.6721,47
30,535,2.1812,47
30,645,2.2254,49
31,821,2.6988,52
31,889,2.2988,54
31,863,2.1887,54
31,919,1.9598,55
30,798,1.8195,53
31,868,2.0376,55
31,721,2.1963,55
32,895,1.6042,57
31,901,1.7253,53
33,990,1.7344,60
32,262,1.4017,53
30,239,1.7342,42
32,1004,1.3004,53
32,840,1.2945,60
33,981,1.5955,62
33,703,1.6718,55
33,891,1.5424,61
32,383,1.1907,49
32,271,1.7692,44
31,309,1.4906,39
32,172,1.2395,40
31,189,1.3392,38
31,398,1.6998,37
33,274,1.5925,48
31,249,1.0399,41
31,168,0.8185,41
31,140,0.91765,37
30,144,0.84758,35
31,126,0.79283,35
31,211,1.2253,36
32,532,1.5001,44
32,471,2.1264,45
31,445,2.2073,45
31,399,2.8437,43
31,371,3.2055,42
30,335,2.5228,40
31,303,2.3883,39
30,146,2.2303,35
30,253,2.2506,36
30,235,2.2431,36
30,192,1.7808,36
30,102,2.5489,34
29,21,2.3833,31
28,9,1.8295,28
27,2,1.9929,27
27,0,1.5228,26
27,0,2.3014,25
26,0,2.4135,25
26,0,2.8727,24
26,0,2.4386,24
26,0,2.6834,24
26,0,2.5642,24
26,0,2.6602,24
25,0,2.931,23
25,0,2.7784,23
25,0,2.4756,23
25,0,2.8401,23
25,0,2.6604,23
25,0,2.4986,23
25,0,2.8832,23
25,0,2.9215,23
25,0,2.7311,23
25,0,2.4227,23
25,0,2.4203,23
25,0,2.4697,23
25,0,3.0324,23
25,0,2.8674,23
25,0,3.412,23
24,0,3.6234,23
24,0,3.7243,23
24,0,3.6856,23
24,0,3.4577,23
24,0,3.1656,23
24,0,3.4714,23
24,0,3.458,22
24,0,3.5023,22
24,0,3.7029,22
24,0,4.1179,22
24,0,3.9324,22
24,0,3.8134,22
24,0,4.8681,22
24,0,4.7635,22
24,0,3.1554,22
0,0,2.1749,0
23,0,2.6404,22
23,0,3.025,21
23,0,3.1365,21
23,0,3.0463,21
23,0,2.8445,21
23,0,2.7706,21
23,0,3.1956,21
23,0,3.1328,21
23,0,2.9785,21
23,0,3.2754,21
23,0,3.4247,21
23,0,2.8287,21
23,0,2.6368,21
23,0,3.1269,21
23,0,2.7725,21
23,0,3.2209,21
23,0,2.9997,21
23,0,2.5732,21
23,0,2.5353,21
23,0,2.6114,20
23,0,2.5587,21
23,0,3.5168,21
23,0,3.5342,21
23,0,3.3849,21
23,0,2.8967,22
23,0,2.7543,21
23,0,2.6591,21
23,0,2.4634,21
23,0,2.2989,21
23,0,2.3555,21
22,0,3.06,20
22,0,2.9352,20
23,0,2.688,20
23,0,2.3243,21
23,0,2.3708,21
23,0,2.9342,20
23,0,2.3643,21
23,0,2.5177,21
23,3,2.7648,21
23,15,3.0172,21
23,43,2.8042,22
24,79,2.5233,23
25,118,2.4518,24
25,162,2.4013,26
26,202,1.8853,28
27,250,1.6969,30
27,298,1.6053,32
28,342,1.7344,34
29,384,1.792,36
29,425,1.5301,38
29,462,1.1222,41
29,499,1.0981,43
28,528,0.6407,44
28,570,1.0986,46
29,603,1.0115,48
29,635,1.1198,48
29,667,1.7732,50
29,699,2.3526,50
29,725,2.4137,48
29,751,2.3423,48
29,776,2.3461,48
30,796,2.5627,50
30,814,2.3266,50
30,835,2.3492,50
30,854,2.2597,52
30,868,2.094,53
31,880,1.7847,54
31,891,1.9582,56
31,899,1.8298,55
31,912,1.8541,55
32,920,1.8053,56
32,921,1.5492,58
31,565,1.3502,51
31,446,1.9255,50
32,309,1.6209,50
31,231,1.6233,41
32,603,1.6151,46
32,792,1.4336,50
31,263,1.9759,43
31,196,1.9506,38
31,202,1.4576,36
31,225,1.4901,36
31,221,1.362,36
31,217,2.0868,37
31,323,1.7452,38
32,861,1.3997,49
32,403,1.5866,52
32,660,1.1564,47
32,642,1.8059,53
31,349,1.1022,52
31,200,1.1476,43
31,198,1.5603,39
31,190,1.1883,39
30,182,0.66498,37
31,231,1.2207,38
31,231,1.1219,40
31,287,1.9045,38
31,286,1.6883,40
30,199,1.5998,38
29,46,1.5114,34
29,30,1.1802,31
29,26,1.2804,29
28,15,0.59533,28
28,7,0.76058,27
28,0,0.72048,27
28,0,0.76523,27
28,0,1.7887,27
28,0,1.4268,27
27,0,1.2352,25
27,0,1.0606,25
27,0,0.68397,24
27,0,0.69875,24
27,0,1.0246,24
26,0,0.96807,24
26,0,1.2506,23
26,0,1.2776,23
26,0,1.4242,23
26,0,1.3262,23
26,0,1.2069,23
26,0,0.98308,23
26,0,1.2855,24
26,0,1.5812,23
25,0,1.3639,23
26,0,1.463,24
26,0,0.99418,24
26,0,1.1192,24
26,0,1.4966,24
25,0,1.1502,24
25,0,1.1294,24
26,0,1.0279,24
26,0,0.93187,24
26,0,1.0021,24
26,0,1.1793,24
26,0,1.237,24
26,0,1.4832,24
26,0,1.2891,24
26,0,1.541,24
26,0,1.3627,24
26,0,1.9482,24
26,0,2.1698,25
26,0,2.5318,25
26,0,2.2436,25
26,0,2.2159,24
0,0,2.178,0
25,0,2.6803,24
25,0,2.3991,23
25,0,2.3711,23
25,0,2.7553,23
25,0,2.7822,23
25,0,2.3601,23
25,0,2.2456,23
25,0,1.28,23
25,0,2.573,23
25,0,3.3922,23
25,0,3.6522,23
25,0,3.0596,23
25,0,2.6436,23
25,0,2.7093,23
25,0,3.1479,22
25,0,2.8035,22
24,0,3.2621,22
24,0,3.6827,22
24,0,3.0155,22
24,0,2.8907,22
24,0,2.6633,22
24,0,2.3449,22
24,0,2.239,22
24,0,1.7341,22
24,0,2.0772,22
24,0,1.4951,21
24,0,1.935,21
24,0,1.7567,21
24,0,1.3364,21
24,0,1.4095,21
24,0,1.8345,21
24,0,1.4756,21
24,0,2.1459,21
24,0,2.0259,21
23,0,2.2839,21
23,0,1.5264,21
23,0,1.302,20
23,1,1.4929,20
23,14,1.3209,20
23,44,1.3977,21
24,81,1.5209,22
25,122,1.7202,24
26,166,1.7153,26
26,212,1.4418,28
27,261,1.9122,30
28,305,1.6431,32
29,349,1.3069,35
30,391,1.1544,37
31,430,0.55247,40
28,471,0.52713,43
29,509,0.65987,45
29,546,0.92243,47
30,582,1.5362,48
30,616,1.6042,49
30,646,1.1964,50
30,674,1.3007,51
30,708,1.1708,53
31,734,1.2489,53
31,759,0.99117,55
31,782,1.4932,57
31,800,1.9018,54
31,827,1.5624,54
31,849,1.8564,56
31,924,1.619,56
31,387,1.4716,53
31,531,1.6171,49
30,188,1.2608,40
30,260,1.9717,37
31,428,1.4864,41
31,402,1.2168,41
31,191,1.1962,41
31,769,1.7209,41
31,993,1.8458,53
31,651,2.4933,57
31,375,2.8493,46
31,506,1.4663,45
31,646,1.0057,49
32,774,1.3234,59
31,661,3.1268,55
32,903,2.8743,54
32,878,3.249,56
31,784,3.6293,54
31,717,3.754,49
31,758,2.8183,49
31,366,3.1695,46
30,346,3.7172,41
30,282,3.8829,38
30,277,4.1698,38
30,225,3.4387,36
30,466,3.8841,37
30,414,3.5995,38
30,440,2.8272,39
30,444,3.603,41
30,461,3.8304,42
30,439,3.5851,40
30,370,3.3141,40
30,192,3.3707,37
30,114,2.7013,34
30,148,2.6175,34
29,56,2.3538,32
29,28,1.6634,30
29,14,1.4379,30
28,6,1.6541,27
26,2,1.1588,26
27,0,0.74555,26
27,0,1.2824,26
26,0,1.4722,25
26,0,0.5724,25
26,0,0.99523,24
26,0,1.4375,24
26,0,0.97407,24
26,0,0.661,24
25,0,0.87793,24
25,0,1.1303,24
26,0,0.83723,24
26,0,0.90298,24
25,0,1.0579,23
25,0,1.1044,23
25,0,1.3351,23
25,0,1.1197,23
25,0,1.6773,23
25,0,1.1257,23
25,0,0.77523,23
25,0,0.90697,23
25,0,1.048,22
25,0,1.1057,22
25,0,1.1455,22
25,0,0.96753,22
25,0,0.90343,22
25,0,1.0401,22
25,0,1.8271,22
25,0,1.3466,22
25,0,1.1873,22
24,0,1.5074,22
24,0,1.2163,22
24,0,1.4023,22
25,0,1.1745,22
24,0,1.5878,22
24,0,1.5055,22
24,0,1.3366,22
24,0,0.85393,21
24,0,0.94488,21
24,0,0,21
0,0,1.2515,0
24,0,1.475,21
24,0,0.86917,21
24,0,0.2466,21
23,0,0.68563,21
23,0,0.3449,20
23,0,0.88637,21
23,0,0.78622,21
23,0,0.75597,21
24,0,0.83822,21
23,0,1.0399,21
23,0,0.73335,21
23,0,0.772,20
23,0,0.47685,20
23,0,0.3185,20
23,0,0.27385,20
23,0,0.88937,20
23,0,0.91555,20
23,0,1.2428,20
23,0,1.2068,20
23,0,1.3629,20
22,0,0.95132,20
22,0,1.2316,20
22,0,0.96567,20
22,0,0.87048,20
23,0,0.91733,20
22,0,0.74113,20
23,0,0.63115,20
22,0,0.79405,20
22,0,1.082,20
22,0,0.806,20
22,0,0.9711,20
22,0,0.8164,20
22,0,0.59868,20
22,0,0.59122,20
22,0,0.91913,20
22,0,0.91648,20
22,0,1.1215,20
22,0,0.98555,20
22,2,1.054,20
22,7,1.1371,20
23,16,0.45818,21
23,22,0.65723,21
23,31,1.0387,21
24,84,0.48668,22
25,200,0.74866,23
26,252,0.4607,27
27,301,0.28448,29
28,330,0.56102,31
29,392,0.41452,33
28,309,0.49567,34
27,506,0.55553,36
28,349,0.52917,43
28,458,0.61053,43
28,501,0.72387,45
29,239,1.0129,46
29,341,0.74138,45
30,407,0.66203,45
30,665,0.66185,47
30,586,0.72922,49
30,776,0.87965,54
30,681,1.2352,53
30,819,1.6289,56
31,835,1.2115,57
31,535,1.2501,53
30,247,0.72142,52
30,274,0.916,47
31,902,2.2108,50
32,1023,2.5598,58
32,846,4.0368,57
33,744,3.9283,58
32,549,4.6904,49
31,448,4.5545,43
31,406,4.5886,41
31,792,4.253,41
31,520,4.0909,44
32,964,4.1066,50
32,926,4.0958,53
31,447,4.9621,47
31,863,4.7662,49
31,668,5.5541,45
31,929,4.3197,50
31,712,4.2262,47
31,870,2.7293,50
30,459,2.5409,48
29,250,2.6595,40
29,224,2.5459,36
30,454,2.3214,38
30,612,2.8122,40
31,734,3.1348,47
30,319,2.584,45
30,375,2.2057,43
30,543,2.0174,41
30,536,2.1583,43
30,407,2.1012,44
30,277,2.0552,42
30,417,1.7615,39
30,385,1.7904,40
30,322,1.6888,40
30,273,1.1356,39
29,228,1.4958,37
29,184,1.5267,36
29,130,1.5711,34
28,94,1.1754,32
29,60,0.94083,30
27,27,1.0974,28
27,7,1.437,26
27,0,1.1313,25
26,0,0.9832,25
26,0,1.0853,24
27,0,0.82388,24
26,0,0.82353,24
27,0,0.6374,24
26,0,0.5209,24
26,0,1.1566,24
26,0,1.0067,24
26,0,1.2001,24
26,0,1.2799,24
26,0,1.2185,24
26,0,0.96937,24
26,0,1.2014,24
26,0,1.1101,23
26,0,1.245,23
25,0,1.0495,23
25,0,0.60925,23
25,0,0.30572,23
25,0,0.26615,23
25,0,0.31975,23
25,0,0.51908,23
25,0,0.21198,23
25,0,0.31998,23
25,0,0.45387,22
24,0,0.4551,22
25,0,0.86907,22
25,0,1.0473,22
24,0,0.9442,22
24,0,0.64088,22
24,0,0.48485,22
24,0,0.1795,22
24,0,0.26657,22
23,0,0.4239,22
23,0,0.93458,21
24,0,0.44995,21
24,0,0.58847,21
0,0,0.19295,0
23,0,0.51877,21
23,0,0.68123,21
23,0,0.5038,21
23,0,0.50648,21
23,0,0.66875,21
23,0,0.68573,21
23,0,0.92407,21
23,0,0.8647,21
22,0,0.75202,21
23,0,1.006,21
22,0,0.90663,21
22,0,0.84685,20
22,0,0.59395,20
22,0,0.97608,20
22,0,0.78712,20
22,0,0.84467,20
22,0,0.73962,20
22,0,0.84712,20
22,0,0.9481,20
22,0,1.0929,20
22,0,1.2017,20
22,0,1.1447,20
22,0,1.2703,20
21,0,1.258,20
22,0,1.4491,20
22,0,1.335,20
22,0,1.1427,20
23,0,0.99988,21
23,0,0.75628,21
22,0,0.54388,21
22,0,0.68148,20
22,0,0.79537,20
22,0,0.75408,20
22,0,0.84383,20
22,0,0.45505,20
22,0,0.66663,20
22,0,0.34515,20
22,0,0.71982,20
21,2,0.76362,20
22,14,0.4538,20
23,49,0.60895,20
24,90,0.3973,22
24,136,0.50368,24
25,181,0.6183,25
27,224,0.76498,26
26,269,0.64518,26
26,311,0.59798,27
28,352,0.39657,29
28,394,0.51823,30
28,436,0.54462,33
26,474,0.66667,37
26,512,0.62073,41
27,545,0.56067,43
27,581,0.70172,46
28,619,0.89043,49
28,644,1.2417,50
29,672,1.2402,51
29,695,1.086,51
29,724,1.0312,52
30,754,0.9378,54
30,779,1.3248,55
30,803,1.3809,56
31,823,1.3722,56
31,839,1.587,54
31,849,1.1846,55
31,865,1.3025,56
32,807,2.8811,58
32,937,3.2043,59
32,918,3.0823,57
32,921,3.2074,56
32,926,3.4438,56
32,923,3.5399,56
32,920,3.0654,55
31,916,3.5706,54
32,914,2.9403,56
31,905,3.5834,54
32,898,3.743,55
32,887,3.7991,53
32,874,4.1578,53
32,862,4.017,51
32,847,4.505,51
31,826,3.9971,51
31,809,4.2835,49
31,786,3.6468,49
31,765,3.1707,49
32,746,3.7353,50
31,720,3.6162,49
31,681,3.7991,48
31,646,3.2413,46
31,614,2.329,46
31,577,2.6401,46
31,540,2.9738,47
31,501,2.5063,45
31,463,2.7438,44
31,424,2.2439,43
30,382,2.3237,41
30,337,2.2071,40
30,293,1.6384,39
30,247,1.7917,37
30,203,1.7324,36
29,159,1.6172,34
29,115,1.2902,33
30,71,1.2592,31
28,33,1.3967,29
28,6,1.5506,27
28,0,1.6402,26
27,0,1.7363,25
27,0,1.6834,24
27,0,1.7242,24
27,0,1.462,24
27,0,0.97173,24
27,0,0.52207,24
27,0,0.67997,24
26,0,0.98442,23
26,0,1.1706,23
26,0,1.1142,23
26,0,0.73502,23
26,0,1.1796,23
26,0,1.2128,23
25,0,0.55725,23
25,0,0.45095,22
25,0,1.032,22
25,0,0.8115,22
25,0,1.1573,22
25,0,1.2948,22
25,0,1.2092,22
25,0,1.315,22
25,0,1.31,22
24,0,1.2667,22
25,0,1.2683,22
25,0,0.6075,22
25,0,0.3027,22
24,0,0.81018,22
24,0,1.1496,21
24,0,1.4859,21
24,0,1.4191,21
24,0,1.3844,21
24,0,0.98763,21
24,0,0.6267,21
24,0,0.58307,21
24,0,0.4975,21
24,0,0.5441,21
24,0,0.59728,21
0,0,0.23875,0
23,0,0.54362,21
23,0,0.57013,21
23,0,0.70975,21
23,0,0.72413,21
22,0,0.7064,20
22,0,0.91143,20
22,0,0.69135,20
23,0,0.65015,20
22,0,0.56967,20
22,0,0.60895,20
22,0,0.83475,20
22,0,0.85582,20
22,0,0.75517,20
22,0,0.6898,20
22,0,0.7362,20
22,0,0.60913,20
22,0,0.31772,20
22,0,0.37542,20
22,0,0.49103,20
22,0,0.4686,20
22,0,0.64763,20
22,0,0.76085,20
22,0,0.93703,20
22,0,0.71158,20
22,0,0.64552,20
22,0,0.77747,20
21,0,0.71318,19
21,0,0.5785,19
21,0,0.55245,19
22,0,0.6507,19
22,0,0.7467,20
21,0,0.93447,19
21,0,0.86142,19
21,0,0.59757,19
21,0,0.60963,19
21,0,0.87112,19
21,0,0.6538,19
22,0,0.78203,19
21,2,0.63092,19
21,13,0.96765,19
22,47,0.8419,20
24,84,0.3631,21
25,126,0.32552,23
26,165,0.24828,25
27,210,0.38945,26
27,255,0.37742,27
28,300,0.69282,29
29,343,0.52355,30
30,385,0.63872,33
30,426,0.55502,38
26,461,0.50377,40
26,501,0.59962,42
27,536,0.61533,44
27,572,0.706,46
27,606,0.73213,47
29,648,0.891,49
28,673,1.1937,51
29,698,0.95783,52
30,729,0.93128,53
30,755,1.1128,55
30,779,0.9811,56
31,797,0.84585,58
32,820,1.0962,59
32,843,2.3885,60
32,860,2.5242,59
32,868,1.9687,56
32,880,2.2785,57
32,891,3.0038,58
32,898,2.55,58
32,905,2.6314,57
32,909,2.0849,57
32,909,2.3371,57
32,908,2.4962,58
32,905,2.863,59
32,900,2.5399,57
32,894,2.2892,56
32,890,2.8071,57
33,876,2.6699,58
33,868,3.2349,57
32,852,3.1514,55
32,835,3.2379,54
